ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
1574,2024-04-13,204,20,5,4,Completa
1899,2024-04-13,176,22,2,5,Completa
2138,2024-04-13,281,7,5,2,Completa
2159,2024-04-13,288,19,3,1,Completa
2395,2024-04-13,248,12,5,3,Completa
2403,2024-04-13,15,8,2,4,Completa
2458,2024-04-13,105,24,1,4,Pendiente
248,2024-04-14,132,3,5,5,Pendiente
340,2024-04-14,271,19,2,3,Pendiente
371,2024-04-14,105,5,2,4,Completa
708,2024-04-14,164,17,3,1,Completa
864,2024-04-14,190,21,5,4,Completa
1868,2024-04-14,234,19,6,1,Pendiente
1922,2024-04-14,269,31,1,5,Pendiente
2051,2024-04-14,165,30,2,5,Completa
2838,2024-04-14,41,28,2,3,Completa
15,2024-04-15,219,34,4,3,Completa
82,2024-04-15,246,27,3,4,Completa
194,2024-04-15,45,32,5,5,Pendiente
361,2024-04-15,226,20,6,5,Completa
431,2024-04-15,231,33,1,2,Completa
651,2024-04-15,150,8,6,3,Completa
1001,2024-04-15,325,4,4,4,Completa
1286,2024-04-15,110,21,5,5,Pendiente
1498,2024-04-15,216,37,4,3,Completa
2949,2024-04-15,24,28,6,4,Completa
399,2024-04-16,115,38,4,4,Completa
807,2024-04-16,181,1,5,3,Completa
976,2024-04-16,110,31,2,4,Completa
1258,2024-04-16,48,28,4,1,Completa
1307,2024-04-16,46,1,3,5,Completa
1319,2024-04-16,28,3,1,4,Completa
1717,2024-04-16,171,33,5,5,Completa
2162,2024-04-16,304,28,4,4,Pendiente
2407,2024-04-16,209,34,5,3,Completa
547,2024-04-17,69,22,2,4,Pendiente
1177,2024-04-17,192,22,1,4,Completa
2368,2024-04-17,245,33,1,4,Completa
2962,2024-04-17,314,2,6,3,Pendiente
421,2024-04-18,86,28,3,4,Pendiente
1107,2024-04-18,223,18,4,4,Pendiente
1282,2024-04-18,280,31,1,2,Completa
1325,2024-04-18,89,24,6,1,Completa
1379,2024-04-18,301,18,1,3,Completa
1951,2024-04-18,212,8,6,1,Completa
2632,2024-04-18,53,31,6,3,Completa
2661,2024-04-18,121,29,3,2,Completa
2777,2024-04-18,24,28,6,4,Completa
1320,2024-04-19,324,22,2,4,Pendiente
2081,2024-04-19,206,3,1,1,Completa
2087,2024-04-19,103,27,6,3,Completa
2149,2024-04-19,82,3,4,4,Completa
2666,2024-04-19,12,36,3,3,Completa
724,2024-04-20,298,4,2,2,Completa
800,2024-04-20,56,29,3,3,Completa
1575,2024-04-20,66,4,3,4,Completa
1605,2024-04-20,180,20,6,2,Pendiente
1707,2024-04-20,223,30,2,5,Completa
2092,2024-04-20,272,23,1,3,Completa
2205,2024-04-20,233,4,2,4,Completa
2434,2024-04-20,211,28,5,3,Pendiente
2596,2024-04-20,287,12,5,1,Completa
2635,2024-04-20,263,34,5,1,Completa
135,2024-04-21,254,38,2,5,Completa
259,2024-04-21,288,32,3,2,Completa
598,2024-04-21,186,4,1,1,Completa
1026,2024-04-21,131,17,2,4,Pendiente
1194,2024-04-21,237,17,6,4,Completa
1456,2024-04-21,271,18,4,1,Completa
1638,2024-04-21,151,18,1,4,Completa
1714,2024-04-21,242,32,4,5,Completa
1894,2024-04-21,1,37,4,4,Completa
2055,2024-04-21,186,5,3,5,Completa
2066,2024-04-21,288,11,1,4,Completa
2356,2024-04-21,139,19,1,4,Completa
2426,2024-04-21,75,30,2,4,Completa
2499,2024-04-21,310,24,1,3,Pendiente
2827,2024-04-21,305,23,2,5,Completa
523,2024-04-22,107,12,2,1,Completa
806,2024-04-22,225,32,6,2,Completa
1074,2024-04-22,320,38,6,3,Completa
1406,2024-04-22,100,23,1,3,Completa
1806,2024-04-22,233,35,4,2,Completa
1853,2024-04-22,273,5,5,4,Completa
2925,2024-04-22,209,18,3,2,Completa
61,2024-04-23,319,6,2,1,Completa
849,2024-04-23,177,31,2,5,Completa
1254,2024-04-23,294,4,2,4,Completa
1677,2024-04-23,122,5,1,2,Pendiente
1686,2024-04-23,73,37,1,4,Completa
1732,2024-04-23,215,38,5,4,Completa
1800,2024-04-23,313,37,4,5,Pendiente
119,2024-04-24,55,21,4,5,Completa
909,2024-04-24,287,31,1,1,Completa
1460,2024-04-24,40,17,4,3,Completa
1783,2024-04-24,301,11,2,4,Completa
1996,2024-04-24,117,23,2,3,Completa
2145,2024-04-24,38,12,4,2,Completa
2584,2024-04-24,141,5,4,4,Completa
2645,2024-04-24,182,32,6,5,Completa
87,2024-04-25,152,26,6,5,Completa
251,2024-04-25,158,4,1,4,Completa
751,2024-04-25,259,23,2,1,Pendiente
792,2024-04-25,130,1,1,1,Completa
952,2024-04-25,207,7,3,3,Completa
1060,2024-04-25,56,29,5,3,Completa
1088,2024-04-25,274,30,2,2,Completa
1657,2024-04-25,298,12,5,1,Completa
1900,2024-04-25,222,24,2,3,Completa
2184,2024-04-25,68,9,6,5,Completa
2269,2024-04-25,13,24,6,1,Completa
2615,2024-04-25,277,16,4,5,Completa
2974,2024-04-25,315,17,4,3,Completa
617,2024-04-26,313,8,6,1,Completa
763,2024-04-26,254,27,2,3,Completa
826,2024-04-26,137,26,5,4,Completa
1616,2024-04-26,144,34,1,1,Completa
1621,2024-04-26,193,2,2,1,Completa
1733,2024-04-26,185,10,5,5,Completa
2117,2024-04-26,82,12,2,5,Completa
2554,2024-04-26,306,36,1,4,Completa
2741,2024-04-26,48,25,5,5,Completa
842,2024-04-27,307,14,4,4,Completa
889,2024-04-27,51,17,2,5,Completa
1128,2024-04-27,59,20,3,5,Completa
1266,2024-04-27,70,21,6,4,Completa
1505,2024-04-27,13,8,5,4,Completa
1572,2024-04-27,314,24,1,4,Completa
2169,2024-04-27,284,38,6,4,Completa
2245,2024-04-27,167,22,4,3,Completa
2281,2024-04-27,283,10,5,4,Pendiente
592,2024-04-28,102,5,6,5,Pendiente
858,2024-04-28,67,1,4,3,Pendiente
1689,2024-04-28,28,33,4,1,Completa
1988,2024-04-28,114,21,2,5,Completa
2128,2024-04-28,314,35,1,1,Pendiente
2539,2024-04-28,135,37,4,3,Completa
2799,2024-04-28,217,2,1,5,Pendiente
2851,2024-04-28,316,33,4,1,Completa
2957,2024-04-28,249,4,6,1,Completa
217,2024-04-29,100,17,4,5,Completa
1114,2024-04-29,47,38,6,4,Completa
1115,2024-04-29,159,1,6,2,Completa
1207,2024-04-29,159,11,4,4,Completa
1211,2024-04-29,104,4,5,5,Completa
1552,2024-04-29,21,6,6,1,Completa
1889,2024-04-29,237,1,4,1,Completa
1952,2024-04-29,190,19,4,5,Pendiente
2105,2024-04-29,85,12,1,3,Pendiente
2786,2024-04-29,106,7,6,1,Completa
2999,2024-04-29,320,11,3,4,Completa
353,2024-04-30,181,10,4,5,Completa
625,2024-04-30,11,18,1,2,Completa
898,2024-04-30,179,9,6,4,Completa
1127,2024-04-30,136,6,2,4,Completa
1238,2024-04-30,254,6,2,1,Pendiente
1652,2024-04-30,106,19,4,3,Completa
2222,2024-04-30,163,21,1,3,Completa
2402,2024-04-30,90,16,6,2,Completa
2495,2024-04-30,299,7,4,4,Completa
419,2024-05-01,149,2,2,3,Completa
659,2024-05-01,213,1,2,3,Completa
1237,2024-05-01,247,37,6,4,Completa
1247,2024-05-01,87,25,6,1,Completa
1472,2024-05-01,1,12,2,3,Completa
1961,2024-05-01,177,35,3,5,Completa
1986,2024-05-01,278,17,6,5,Completa
2659,2024-05-01,274,13,5,4,Completa
2890,2024-05-01,156,8,5,4,Completa
169,2024-05-02,279,24,4,2,Completa
287,2024-05-02,70,23,6,2,Completa
692,2024-05-02,303,3,5,5,Completa
1609,2024-05-02,286,15,3,2,Completa
1926,2024-05-02,55,33,1,4,Completa
2810,2024-05-02,314,12,2,1,Pendiente
2826,2024-05-02,323,34,1,5,Completa
2883,2024-05-02,251,5,1,5,Completa
2938,2024-05-02,12,31,5,4,Completa
60,2024-05-03,53,20,5,3,Completa
270,2024-05-03,326,8,6,5,Pendiente
472,2024-05-03,123,33,4,3,Completa
1274,2024-05-03,187,17,4,1,Completa
1655,2024-05-03,293,27,5,4,Completa
1774,2024-05-03,232,8,3,4,Completa
2109,2024-05-03,284,1,2,1,Completa
2388,2024-05-03,128,37,2,5,Completa
2898,2024-05-03,188,1,5,4,Completa
2943,2024-05-03,181,17,3,1,Completa
103,2024-05-04,98,17,3,5,Completa
238,2024-05-04,25,2,2,3,Completa
727,2024-05-04,241,4,6,3,Completa
766,2024-05-04,166,8,6,3,Pendiente
1613,2024-05-04,12,3,5,1,Completa
1743,2024-05-04,9,1,4,4,Completa
2146,2024-05-04,278,15,2,4,Completa
2605,2024-05-04,210,24,6,5,Completa
174,2024-05-05,264,2,1,3,Completa
1738,2024-05-05,198,10,4,4,Completa
2313,2024-05-05,122,33,2,3,Completa
2473,2024-05-05,181,37,5,4,Completa
2544,2024-05-05,34,30,1,1,Completa
2840,2024-05-05,289,35,3,4,Completa
2924,2024-05-05,158,2,6,1,Completa
2997,2024-05-05,178,25,2,5,Completa
455,2024-05-06,4,27,4,3,Completa
614,2024-05-06,245,34,3,5,Completa
815,2024-05-06,186,5,2,4,Completa
1424,2024-05-06,174,35,1,5,Completa
1433,2024-05-06,222,16,1,1,Pendiente
1517,2024-05-06,106,31,5,5,Completa
2379,2024-05-06,321,13,5,1,Completa
2602,2024-05-06,157,37,1,5,Completa
2950,2024-05-06,307,26,4,1,Completa
140,2024-05-07,220,29,3,5,Completa
686,2024-05-07,171,16,1,3,Completa
1250,2024-05-07,234,8,1,2,Completa
1734,2024-05-07,311,8,3,5,Completa
1739,2024-05-07,222,2,4,4,Completa
1802,2024-05-07,81,30,6,2,Completa
2110,2024-05-07,27,29,5,2,Pendiente
2136,2024-05-07,150,12,6,2,Completa
2568,2024-05-07,92,33,4,4,Completa
897,2024-05-08,234,23,5,4,Completa
1051,2024-05-08,308,7,2,5,Pendiente
1235,2024-05-08,250,16,6,3,Cancelada
1270,2024-05-08,173,29,6,4,Completa
1648,2024-05-08,50,31,1,5,Completa
1659,2024-05-08,283,21,4,5,Pendiente
2487,2024-05-08,250,35,5,3,Pendiente
1019,2024-05-09,225,26,4,4,Completa
1921,2024-05-09,192,24,6,4,Completa
2193,2024-05-09,244,30,5,1,Completa
2452,2024-05-09,215,32,5,1,Completa
2485,2024-05-09,66,6,5,5,Completa
90,2024-05-10,161,16,3,5,Completa
182,2024-05-10,301,13,2,3,Completa
303,2024-05-10,216,3,1,4,Pendiente
422,2024-05-10,81,11,2,4,Completa
524,2024-05-10,54,7,4,4,Pendiente
778,2024-05-10,46,6,1,4,Completa
1031,2024-05-10,103,10,4,5,Completa
1268,2024-05-10,14,8,4,1,Pendiente
1385,2024-05-10,151,13,4,5,Completa
1387,2024-05-10,156,27,6,5,Completa
1447,2024-05-10,75,37,2,5,Completa
1467,2024-05-10,59,4,1,1,Completa
1824,2024-05-10,73,26,3,1,Completa
2005,2024-05-10,45,28,3,4,Pendiente
2311,2024-05-10,45,18,2,4,Completa
2794,2024-05-10,114,38,2,5,Pendiente
63,2024-05-11,180,33,1,3,Completa
214,2024-05-11,9,8,2,5,Completa
857,2024-05-11,325,24,1,1,Completa
1050,2024-05-11,115,27,3,4,Completa
1140,2024-05-11,184,23,1,5,Pendiente
1351,2024-05-11,222,4,5,5,Completa
1747,2024-05-11,138,15,4,2,Completa
1847,2024-05-11,56,18,5,4,Pendiente
1876,2024-05-11,265,3,6,5,Completa
2332,2024-05-11,301,3,2,5,Completa
2520,2024-05-11,103,10,5,5,Completa
2567,2024-05-11,56,27,3,5,Completa
2892,2024-05-11,185,27,3,5,Completa
49,2024-05-12,237,26,3,5,Pendiente
350,2024-05-12,98,34,3,1,Completa
715,2024-05-12,281,11,1,4,Completa
1151,2024-05-12,59,5,3,5,Completa
1923,2024-05-12,112,18,5,5,Completa
2114,2024-05-12,119,17,4,5,Pendiente
2289,2024-05-12,288,32,6,1,Pendiente
2344,2024-05-12,76,12,6,1,Completa
449,2024-05-13,21,34,4,5,Completa
684,2024-05-13,180,26,3,3,Completa
902,2024-05-13,316,37,6,4,Completa
1067,2024-05-13,271,27,3,5,Completa
1097,2024-05-13,102,31,3,5,Completa
1731,2024-05-13,231,30,3,5,Pendiente
2020,2024-05-13,265,6,1,1,Completa
2493,2024-05-13,36,3,2,5,Completa
2728,2024-05-13,49,6,6,4,Completa
37,2024-05-14,12,36,5,4,Completa
337,2024-05-14,247,28,1,1,Completa
744,2024-05-14,326,9,1,5,Pendiente
796,2024-05-14,281,37,4,1,Completa
1155,2024-05-14,113,37,6,1,Completa
1685,2024-05-14,96,31,2,4,Completa
1699,2024-05-14,24,32,3,5,Completa
1933,2024-05-14,314,12,5,3,Completa
2564,2024-05-14,117,8,2,4,Completa
2583,2024-05-14,220,26,4,4,Completa
2590,2024-05-14,283,21,4,3,Completa
505,2024-05-15,316,38,5,4,Completa
1100,2024-05-15,18,29,2,2,Completa
1691,2024-05-15,283,9,1,4,Completa
1860,2024-05-15,54,28,5,3,Completa
1875,2024-05-15,6,5,2,3,Completa
1932,2024-05-15,146,37,1,5,Completa
2241,2024-05-15,25,9,3,4,Completa
655,2024-05-16,24,20,3,5,Completa
728,2024-05-16,193,23,1,3,Completa
1358,2024-05-16,115,19,2,5,Completa
1368,2024-05-16,57,11,6,1,Completa
1665,2024-05-16,191,26,3,1,Completa
1870,2024-05-16,307,29,3,1,Completa
2221,2024-05-16,63,20,6,1,Completa
2339,2024-05-16,6,21,6,5,Completa
2921,2024-05-16,262,2,1,1,Pendiente
1269,2024-05-17,106,7,4,5,Completa
1294,2024-05-17,325,28,1,4,Completa
1415,2024-05-17,119,8,5,4,Completa
1569,2024-05-17,194,33,5,3,Completa
1804,2024-05-17,184,4,2,1,Completa
2451,2024-05-17,311,12,1,3,Completa
2674,2024-05-17,165,20,2,3,Completa
2882,2024-05-17,23,25,2,5,Completa
808,2024-05-18,273,28,6,1,Pendiente
989,2024-05-18,115,6,4,3,Pendiente
1431,2024-05-18,43,29,3,5,Completa
1703,2024-05-18,150,37,3,4,Completa
1905,2024-05-18,275,16,1,1,Completa
58,2024-05-19,157,5,6,1,Pendiente
263,2024-05-19,130,2,1,3,Completa
542,2024-05-19,64,15,1,3,Completa
1239,2024-05-19,254,34,1,1,Completa
1328,2024-05-19,91,29,2,4,Completa
1838,2024-05-19,299,26,5,4,Completa
1974,2024-05-19,99,17,1,4,Completa
2232,2024-05-19,64,20,1,1,Completa
180,2024-05-20,58,25,3,3,Pendiente
227,2024-05-20,271,7,6,2,Completa
461,2024-05-20,185,16,1,5,Completa
824,2024-05-20,292,38,1,1,Pendiente
1587,2024-05-20,153,31,1,4,Completa
1727,2024-05-20,128,14,6,3,Completa
1823,2024-05-20,189,4,1,4,Completa
1831,2024-05-20,306,10,4,2,Completa
1919,2024-05-20,67,36,3,4,Pendiente
2196,2024-05-20,175,23,2,4,Completa
2928,2024-05-20,159,15,1,1,Completa
380,2024-05-21,24,5,5,4,Pendiente
652,2024-05-21,316,23,1,4,Completa
723,2024-05-21,101,10,3,3,Pendiente
1248,2024-05-21,86,2,3,1,Pendiente
1398,2024-05-21,202,24,3,4,Completa
1448,2024-05-21,289,26,5,5,Completa
1888,2024-05-21,281,32,5,3,Completa
2712,2024-05-21,303,30,5,1,Completa
141,2024-05-22,115,5,3,5,Pendiente
329,2024-05-22,234,13,2,5,Completa
706,2024-05-22,287,1,1,4,Completa
1081,2024-05-22,249,21,3,4,Completa
1794,2024-05-22,144,5,6,5,Pendiente
2018,2024-05-22,69,27,6,1,Completa
51,2024-05-23,189,18,2,4,Completa
133,2024-05-23,220,22,4,4,Completa
286,2024-05-23,317,12,4,4,Completa
393,2024-05-23,195,30,4,4,Completa
951,2024-05-23,152,14,1,5,Completa
1291,2024-05-23,32,29,1,3,Completa
1602,2024-05-23,123,31,2,1,Completa
1690,2024-05-23,94,24,3,5,Completa
1906,2024-05-23,158,21,3,5,Completa
1917,2024-05-23,168,29,4,1,Completa
2443,2024-05-23,74,13,6,4,Completa
2841,2024-05-23,303,15,6,5,Completa
128,2024-05-24,214,2,4,5,Completa
281,2024-05-24,2,5,5,4,Pendiente
397,2024-05-24,231,8,6,5,Completa
612,2024-05-24,307,28,4,5,Completa
935,2024-05-24,93,9,4,1,Completa
1350,2024-05-24,248,26,5,3,Completa
1437,2024-05-24,197,19,3,4,Completa
1513,2024-05-24,119,36,3,4,Pendiente
2384,2024-05-24,238,16,5,1,Completa
2448,2024-05-24,242,37,5,1,Pendiente
30,2024-05-25,46,30,1,5,Completa
573,2024-05-25,264,10,6,5,Pendiente
956,2024-05-25,139,14,2,5,Pendiente
1141,2024-05-25,56,22,5,4,Pendiente
1615,2024-05-25,264,25,4,1,Completa
2717,2024-05-25,16,7,6,4,Completa
2803,2024-05-25,283,11,6,5,Pendiente
2918,2024-05-25,311,34,6,3,Completa
190,2024-05-26,21,23,1,5,Completa
932,2024-05-26,213,4,6,1,Completa
1030,2024-05-26,44,32,4,4,Completa
1232,2024-05-26,241,5,3,3,Cancelada
1349,2024-05-26,264,22,1,5,Completa
1581,2024-05-26,210,5,6,4,Pendiente
2086,2024-05-26,68,5,3,4,Completa
2441,2024-05-26,205,23,5,4,Pendiente
2991,2024-05-26,266,38,2,3,Completa
70,2024-05-27,138,33,4,3,Pendiente
485,2024-05-27,136,20,1,4,Completa
881,2024-05-27,39,16,1,4,Completa
1441,2024-05-27,145,19,2,1,Completa
1481,2024-05-27,148,35,3,3,Pendiente
1661,2024-05-27,146,8,3,1,Completa
1752,2024-05-27,220,31,2,1,Completa
2093,2024-05-27,90,2,1,4,Completa
2123,2024-05-27,235,17,3,5,Completa
2599,2024-05-27,176,30,2,4,Completa
2940,2024-05-27,56,9,3,5,Pendiente
895,2024-05-28,194,12,4,4,Completa
1066,2024-05-28,182,29,5,1,Completa
1421,2024-05-28,89,17,3,3,Pendiente
1576,2024-05-28,127,25,5,1,Completa
1709,2024-05-28,319,3,2,4,Pendiente
2098,2024-05-28,108,35,4,4,Completa
2880,2024-05-28,248,38,1,3,Completa
554,2024-05-29,132,30,5,4,Completa
642,2024-05-29,240,26,5,2,Completa
717,2024-05-29,304,38,5,4,Completa
1837,2024-05-29,26,17,3,1,Completa
1844,2024-05-29,127,28,2,5,Completa
2475,2024-05-29,7,26,6,1,Completa
2761,2024-05-29,87,26,2,3,Completa
2831,2024-05-29,180,15,5,4,Pendiente
6,2024-05-30,70,27,5,4,Pendiente
185,2024-05-30,97,28,5,4,Completa
197,2024-05-30,211,26,1,4,Completa
818,2024-05-30,159,10,2,1,Completa
1598,2024-05-30,243,32,6,4,Completa
1822,2024-05-30,311,27,4,4,Completa
1962,2024-05-30,82,5,2,4,Completa
2024,2024-05-30,282,8,4,5,Completa
2418,2024-05-30,308,27,4,3,Completa
187,2024-05-31,118,8,5,2,Completa
650,2024-05-31,242,9,3,1,Pendiente
867,2024-05-31,77,12,2,1,Completa
1205,2024-05-31,285,27,3,4,Completa
1401,2024-05-31,313,32,4,4,Pendiente
1427,2024-05-31,234,24,5,5,Completa
1755,2024-05-31,198,16,4,3,Completa
1985,2024-05-31,84,34,5,1,Completa
2315,2024-05-31,312,3,3,5,Completa
2821,2024-05-31,66,22,1,3,Completa
2,2024-06-01,37,15,3,1,Completa
163,2024-06-01,165,11,6,2,Pendiente
383,2024-06-01,75,25,3,2,Completa
636,2024-06-01,185,31,6,1,Pendiente
699,2024-06-01,252,15,6,4,Completa
711,2024-06-01,149,35,4,1,Completa
944,2024-06-01,51,27,1,5,Completa
1054,2024-06-01,300,31,5,4,Completa
1502,2024-06-01,165,29,1,5,Completa
1562,2024-06-01,213,31,5,5,Pendiente
1751,2024-06-01,211,36,6,3,Completa
2249,2024-06-01,124,29,2,4,Completa
2579,2024-06-01,66,27,5,5,Pendiente
2909,2024-06-01,277,24,3,3,Completa
2979,2024-06-01,5,9,4,2,Pendiente
45,2024-06-02,11,30,3,5,Completa
177,2024-06-02,316,21,5,4,Completa
425,2024-06-02,138,5,5,4,Completa
516,2024-06-02,83,17,2,1,Pendiente
765,2024-06-02,229,25,4,4,Completa
922,2024-06-02,210,24,5,5,Completa
991,2024-06-02,104,4,2,2,Completa
1187,2024-06-02,154,5,5,3,Completa
1244,2024-06-02,200,6,3,2,Completa
1518,2024-06-02,33,38,6,1,Completa
1590,2024-06-02,265,8,3,5,Pendiente
2181,2024-06-02,136,1,6,2,Completa
2308,2024-06-02,31,23,2,1,Completa
2498,2024-06-02,144,28,3,1,Completa
2505,2024-06-02,235,30,4,4,Pendiente
2566,2024-06-02,158,8,3,5,Completa
2824,2024-06-02,144,17,4,1,Completa
284,2024-06-03,176,36,5,4,Completa
1681,2024-06-03,167,2,3,3,Completa
1935,2024-06-03,311,8,5,5,Completa
2057,2024-06-03,81,9,5,1,Completa
2300,2024-06-03,49,27,6,4,Completa
2304,2024-06-03,276,14,6,1,Completa
2433,2024-06-03,126,29,2,1,Completa
2476,2024-06-03,69,21,5,1,Completa
2614,2024-06-03,279,34,4,5,Pendiente
2790,2024-06-03,97,34,1,5,Completa
2908,2024-06-03,48,21,2,4,Completa
466,2024-06-04,7,9,4,1,Completa
580,2024-06-04,195,32,1,5,Completa
833,2024-06-04,303,28,1,3,Completa
996,2024-06-04,242,13,5,3,Completa
1112,2024-06-04,171,37,3,5,Completa
2266,2024-06-04,108,5,3,4,Completa
2509,2024-06-04,114,9,1,4,Completa
2601,2024-06-04,218,32,3,5,Completa
2860,2024-06-04,156,14,6,5,Completa
2959,2024-06-04,197,19,2,4,Completa
512,2024-06-05,106,21,6,5,Completa
626,2024-06-05,324,21,1,1,Completa
710,2024-06-05,292,27,6,5,Completa
985,2024-06-05,29,12,3,3,Completa
1225,2024-06-05,134,29,5,4,Completa
1243,2024-06-05,307,35,3,5,Completa
1281,2024-06-05,223,9,2,5,Completa
1563,2024-06-05,313,34,1,5,Completa
1857,2024-06-05,298,4,2,3,Completa
2151,2024-06-05,127,18,2,2,Completa
2153,2024-06-05,282,25,6,4,Completa
2705,2024-06-05,305,23,5,4,Completa
260,2024-06-06,17,14,1,3,Completa
300,2024-06-06,258,2,3,3,Completa
623,2024-06-06,86,14,1,3,Completa
739,2024-06-06,109,35,6,3,Completa
1386,2024-06-06,125,15,2,1,Completa
1434,2024-06-06,5,5,2,3,Completa
1966,2024-06-06,11,24,1,4,Completa
2002,2024-06-06,130,11,5,4,Completa
2060,2024-06-06,194,7,6,4,Pendiente
2218,2024-06-06,209,24,3,3,Completa
2244,2024-06-06,108,30,1,4,Pendiente
357,2024-06-07,52,9,4,1,Completa
1035,2024-06-07,249,20,1,3,Completa
1040,2024-06-07,298,18,6,4,Completa
1165,2024-06-07,30,13,5,5,Pendiente
1182,2024-06-07,169,15,2,1,Completa
1805,2024-06-07,290,31,2,3,Pendiente
2022,2024-06-07,211,30,3,5,Completa
2082,2024-06-07,169,19,2,4,Completa
2376,2024-06-07,168,21,4,3,Completa
2655,2024-06-07,176,18,1,2,Completa
2855,2024-06-07,53,7,5,5,Completa
22,2024-06-08,257,31,6,2,Pendiente
41,2024-06-08,38,30,4,5,Completa
302,2024-06-08,155,14,2,4,Completa
312,2024-06-08,101,38,2,3,Completa
495,2024-06-08,153,35,5,1,Completa
1010,2024-06-08,90,15,4,5,Completa
1343,2024-06-08,288,28,1,3,Completa
1394,2024-06-08,245,20,4,4,Completa
1775,2024-06-08,126,21,1,3,Completa
1787,2024-06-08,203,22,5,5,Completa
1924,2024-06-08,8,26,6,5,Pendiente
2009,2024-06-08,238,30,5,5,Completa
370,2024-06-09,194,21,4,5,Completa
1671,2024-06-09,304,22,6,5,Completa
1780,2024-06-09,40,23,3,4,Completa
2017,2024-06-09,226,7,6,5,Completa
2116,2024-06-09,187,20,4,5,Completa
2186,2024-06-09,234,13,3,1,Pendiente
2405,2024-06-09,77,28,2,1,Completa
2450,2024-06-09,49,3,6,5,Completa
2654,2024-06-09,224,14,3,2,Pendiente
2648,2024-06-10,299,31,1,1,Completa
2653,2024-06-10,255,8,1,2,Pendiente
2657,2024-06-10,171,12,1,4,Completa
683,2024-06-11,200,35,3,4,Completa
685,2024-06-11,201,20,2,3,Completa
959,2024-06-11,66,26,1,1,Completa
967,2024-06-11,55,29,4,5,Completa
1375,2024-06-11,49,4,3,4,Completa
1757,2024-06-11,272,18,1,3,Completa
2437,2024-06-11,139,28,3,5,Completa
2447,2024-06-11,53,18,1,5,Completa
2484,2024-06-11,151,28,1,2,Completa
2586,2024-06-11,184,11,2,4,Completa
2967,2024-06-11,234,17,5,4,Completa
597,2024-06-12,250,10,6,5,Completa
774,2024-06-12,148,5,4,4,Completa
969,2024-06-12,118,37,2,4,Pendiente
1135,2024-06-12,86,9,5,2,Completa
1323,2024-06-12,106,16,3,5,Completa
1425,2024-06-12,306,11,1,4,Completa
1636,2024-06-12,152,12,5,4,Completa
1673,2024-06-12,140,3,3,2,Completa
1741,2024-06-12,61,20,3,1,Completa
2036,2024-06-12,158,10,6,3,Completa
2270,2024-06-12,200,22,4,5,Completa
2685,2024-06-12,40,38,2,4,Completa
2737,2024-06-12,285,19,5,3,Completa
2887,2024-06-12,24,16,6,5,Pendiente
2990,2024-06-12,297,31,3,5,Pendiente
586,2024-06-13,128,25,2,4,Completa
616,2024-06-13,125,20,1,4,Completa
789,2024-06-13,129,26,1,3,Completa
863,2024-06-13,186,32,3,5,Completa
1003,2024-06-13,19,11,1,5,Completa
1064,2024-06-13,152,2,6,1,Completa
1337,2024-06-13,77,4,2,3,Completa
1593,2024-06-13,231,36,6,5,Completa
2074,2024-06-13,172,20,1,5,Completa
2691,2024-06-13,72,20,4,4,Completa
2894,2024-06-13,259,15,2,1,Completa
2975,2024-06-13,50,25,6,5,Completa
309,2024-06-14,148,33,3,5,Completa
603,2024-06-14,249,1,4,5,Pendiente
972,2024-06-14,181,35,2,4,Completa
1543,2024-06-14,130,37,3,2,Completa
2582,2024-06-14,124,32,2,1,Completa
2700,2024-06-14,39,21,6,3,Completa
2767,2024-06-14,245,29,5,5,Completa
2955,2024-06-14,311,20,5,1,Completa
96,2024-06-15,93,14,3,5,Completa
243,2024-06-15,54,32,3,4,Completa
244,2024-06-15,188,7,5,1,Completa
510,2024-06-15,250,10,3,4,Completa
694,2024-06-15,114,19,5,5,Completa
1324,2024-06-15,41,18,5,5,Completa
1369,2024-06-15,232,9,1,1,Completa
1653,2024-06-15,124,6,2,5,Completa
1702,2024-06-15,289,6,1,5,Completa
1803,2024-06-15,100,27,5,4,Completa
1902,2024-06-15,55,37,5,4,Completa
2240,2024-06-15,258,33,4,3,Completa
2364,2024-06-15,285,26,2,4,Pendiente
2435,2024-06-15,80,35,5,4,Completa
2511,2024-06-15,259,37,3,3,Pendiente
506,2024-06-16,287,27,6,4,Completa
579,2024-06-16,144,23,1,3,Completa
622,2024-06-16,244,30,1,4,Completa
660,2024-06-16,205,3,3,5,Completa
733,2024-06-16,111,29,3,3,Completa
836,2024-06-16,165,4,4,3,Pendiente
1131,2024-06-16,134,6,1,3,Pendiente
1354,2024-06-16,71,38,2,1,Pendiente
1404,2024-06-16,57,19,3,3,Completa
1423,2024-06-16,264,1,1,3,Completa
1551,2024-06-16,162,1,1,1,Completa
1643,2024-06-16,170,7,6,2,Completa
1688,2024-06-16,297,12,3,5,Completa
1692,2024-06-16,295,35,2,4,Pendiente
1758,2024-06-16,38,26,4,3,Completa
1881,2024-06-16,218,24,5,3,Completa
949,2024-06-17,29,19,2,3,Pendiente
1167,2024-06-17,311,7,4,5,Completa
1234,2024-06-17,276,25,5,5,Cancelada
1464,2024-06-17,268,18,1,1,Completa
1760,2024-06-17,124,36,2,3,Completa
1761,2024-06-17,260,8,4,4,Completa
2338,2024-06-17,137,29,6,3,Pendiente
